;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;robertuito_sentiment;robertuito_sentiment_probas
546;546;487;40.3951955;-3.6335564;﻿ROSA MARIA HERRADA ALEJANO;﻿MORATALAZ;Música, qué mágico invento.;﻿calle de Arroyo de Fontarrón (colegio);positive;Pavones;Moratalaz;Madrid;positive;"{""NEG"": 0.011634002439677715, ""NEU"": 0.07087159901857376, ""POS"": 0.9174943566322327}"
547;547;488;40.4055065;-3.6176562;﻿Jorge Drexler;﻿VICÁLVARO;Uno solo conserva lo que no amarra;﻿Camino Viejo de Vicálvaro- Plaza de Alonso;positive;Valdebernardo;Vicálvaro;Madrid;neutral;"{""NEG"": 0.21814781427383423, ""NEU"": 0.5268917083740234, ""POS"": 0.25496044754981995}"
548;548;489;40.406301;-3.6128564;﻿Lemur;﻿VICÁLVARO;Eres mi error favorito;﻿Av. de Daroca- Universidad Vicálvaro;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;"{""NEG"": 0.296273410320282, ""NEU"": 0.4132273495197296, ""POS"": 0.2904992401599884}"
549;549;490;40.4042678;-3.6102359;﻿saracmi;﻿VICÁLVARO;Cuando menos te lo esperas, el futuro se pone en verde.;﻿Av. de Daroca- Calle Lago Sanabria;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;"{""NEG"": 0.4266064465045929, ""NEU"": 0.4229971766471863, ""POS"": 0.15039634704589844}"
550;550;491;40.4040502;-3.6065894;﻿prado morales moreno;﻿VICÁLVARO;La vida es en directo;﻿Calle de S. Cipriano- Calle de Lago Van;positive;Casco Histórico de Vicálvaro;Vicálvaro;Madrid;neutral;"{""NEG"": 0.04694556072354317, ""NEU"": 0.6360554099082947, ""POS"": 0.3169989585876465}"
551;551;492;40.397183;-3.6223823;﻿Paola Soto;﻿VALDEBERNARDO;Me estoy rompiendo sólo para ver qué me hiciste por dentro;﻿Bulevar de José Prat- Bulevar de Indalecio Prieto;positive;Valdebernardo;Vicálvaro;Madrid;negative;"{""NEG"": 0.6938187479972839, ""NEU"": 0.27570679783821106, ""POS"": 0.030474480241537094}"
552;552;493;40.4136185;-3.7270421;﻿Isabel Aparici Turrado;﻿LATINA;Contigo, pan y Cibeles.;﻿c/ Caramuel, metro Puerta del Angel, acera del bar Sol Mar.;positive;Puerta del Ángel;Latina;Madrid;neutral;"{""NEG"": 0.09269863367080688, ""NEU"": 0.5993844866752625, ""POS"": 0.30791687965393066}"
553;553;494;40.4084333;-3.7294842;﻿Isel Rivero;﻿PUERTA DEL ÁNGEL;Terrible es la memoria que nos fija a las colinas de la infancia;﻿c/ Caramuel 60, acera contraria al parque.;positive;Puerta del Ángel;Latina;Madrid;negative;"{""NEG"": 0.9584804177284241, ""NEU"": 0.03610647842288017, ""POS"": 0.005413162987679243}"
554;554;495;40.403747;-3.7367691;﻿Alfredo Miralles;﻿LATINA;Viento. Debajo del árbol, llueve otra vez.;﻿c/ Sepúlveda con C/ Gotarrendura, acera de la escalinata;positive;Cármenes;Latina;Madrid;negative;"{""NEG"": 0.7598590850830078, ""NEU"": 0.2106092870235443, ""POS"": 0.029531586915254593}"
555;555;496;40.4017462;-3.7362313;﻿Sixto Arias mariño;﻿LATINA;A camino largo, pasos cortos;﻿c/ Concejal Francisco j. Jiménez Martín acera contraria marquesina bus;positive;Cármenes;Latina;Madrid;neutral;"{""NEG"": 0.14316946268081665, ""NEU"": 0.7006720304489136, ""POS"": 0.15615852177143097}"
556;556;497;40.4003389;-3.7482973;﻿Luis Luna;﻿LATINA;La respuesta que vibra en el hueco vacío de tu mano;﻿c/ Castroserna, acera contraria a “Balia Espacio Joven”;positive;Lucero;Latina;Madrid;neutral;"{""NEG"": 0.46302899718284607, ""NEU"": 0.4711895287036896, ""POS"": 0.06578144431114197}"
557;557;498;40.4028084;-3.7244538;﻿Bettie Pathway;﻿CARABANCHEL;Si me convierto en agua, ¿lloverás conmigo?;﻿Paseo de la Ermita del santo - Travesía Ivan de Vargas;positive;San Isidro;Carabanchel;Madrid;neutral;"{""NEG"": 0.09468427300453186, ""NEU"": 0.7705908417701721, ""POS"": 0.13472484052181244}"
558;558;499;40.3951751;-3.7207603;﻿Alfrez;﻿CARABANCHEL;Todos los semáforos en verte.;﻿Calle General Ricardos 46 (del lado de los impares);positive;Opañel;Carabanchel;Madrid;neutral;"{""NEG"": 0.13261744379997253, ""NEU"": 0.7423974871635437, ""POS"": 0.12498504668474197}"
559;559;500;40.3916268;-3.72679;﻿María Novo;﻿CARABANCHEL;Y ciega la memoria somos nadie;﻿Calle General Ricardos 121;positive;Opañel;Carabanchel;Madrid;neutral;"{""NEG"": 0.47906947135925293, ""NEU"": 0.4746721684932709, ""POS"": 0.0462583526968956}"
560;560;501;40.3872937;-3.7254622;﻿Sara Caviedes;﻿OPAÑEL;Yo sé que el pez ordena el agua;﻿Calle Valle del Oro - Calle Argüeso;positive;Opañel;Carabanchel;Madrid;neutral;"{""NEG"": 0.06152163818478584, ""NEU"": 0.6448715925216675, ""POS"": 0.293606698513031}"
561;561;502;40.3867809;-3.7213799;﻿Javi Garcia;﻿CARABANCHEL;Si me inspiras, vuelvo. Si me dañas, vuelo.;﻿Calle Mercedes Domingo - Calle de la Vía;positive;Opañel;Carabanchel;Madrid;neutral;"{""NEG"": 0.1576567441225052, ""NEU"": 0.6461344957351685, ""POS"": 0.19620880484580994}"
562;562;503;40.3940842;-3.7154764;﻿Ana Isabel Muriel Cortés;﻿CARABANCHEL;Una flor deshojada en el barro sigue siendo una flor.;﻿Calle Antonio de Leyva +-25 (Colegio Perú);positive;Comillas;Carabanchel;Madrid;neutral;"{""NEG"": 0.3007109463214874, ""NEU"": 0.5465433597564697, ""POS"": 0.15274572372436523}"
563;563;504;40.393069;-3.7085242;﻿María Gonzalez Llovet;﻿USERA;La pena que se ahoga en un disimular;﻿Calle Pedro Yagüe - Calle Marques de Jura Real;positive;Comillas;Carabanchel;Madrid;negative;"{""NEG"": 0.7443481683731079, ""NEU"": 0.2147822082042694, ""POS"": 0.040869615972042084}"
564;564;505;40.3927809;-3.705791;﻿Maria Sanz;﻿USERA;Esto también pasará;﻿C/ Antonio López - A42;positive;Moscardó;Usera;Madrid;neutral;"{""NEG"": 0.11874018609523773, ""NEU"": 0.7235110402107239, ""POS"": 0.1577487289905548}"
565;565;506;40.3903274;-3.7022101;﻿Johnytoss;﻿USERA;Cambio veneno por billetes manchados;﻿C/ Matilde Gayo - C/ Antonio López;positive;Moscardó;Usera;Madrid;neutral;"{""NEG"": 0.25699853897094727, ""NEU"": 0.6876175403594971, ""POS"": 0.055383969098329544}"
566;566;507;40.3900935;-3.7352228;﻿JRA;﻿CARABANCHEL;Que la vida te despeine;﻿Av. de Ntra. Sra. de Valvanera - C/ de Zaida;positive;San Isidro;Carabanchel;Madrid;neutral;"{""NEG"": 0.09197567403316498, ""NEU"": 0.5803996920585632, ""POS"": 0.3276246190071106}"
567;567;508;40.388258;-3.6997425;﻿Luz Pichel;﻿USERA;No era fácil vivir entonces dentro del invierno allá;﻿C/ Marcelo Usera 2 - C/ Antonio López;positive;Moscardó;Usera;Madrid;negative;"{""NEG"": 0.6641791462898254, ""NEU"": 0.31522929668426514, ""POS"": 0.020591549575328827}"
568;568;509;40.3971054;-3.7043908;﻿Tíndaro del Val Méndiz;﻿ARGANZUELA;Tengo un pálpito en tu corazón.;﻿Paseo de las Yeserías 63;positive;Las Acacias;Arganzuela;Madrid;neutral;"{""NEG"": 0.3156570494174957, ""NEU"": 0.5249446630477905, ""POS"": 0.15939827263355255}"
569;569;510;40.4060642;-3.6918261;﻿Luisgé Martín;﻿ATOCHA;Ningún final es feliz: si es feliz, no es todavía el final;﻿Calle de Méndez Álvaro-Calle de Tortosa;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;"{""NEG"": 0.1263701617717743, ""NEU"": 0.6356010437011719, ""POS"": 0.2380288690328598}"
570;570;511;40.405098;-3.6932623;﻿Marta Oliva;﻿ARGANZUELA;A veces hablo conmigo de ti;﻿Paseo de las Delicias-Calle de Murcia;positive;Palos de la Frontera;Arganzuela;Madrid;neutral;"{""NEG"": 0.24587830901145935, ""NEU"": 0.6580328941345215, ""POS"": 0.09608882665634155}"
571;571;512;40.402115;-3.6959527;﻿Antonio Gómez Rufo;﻿DELICIAS;Vivir es un trabajo que al final siempre está mal pagado;﻿Calle Canarias 15;positive;Palos de la Frontera;Arganzuela;Madrid;negative;"{""NEG"": 0.9438312649726868, ""NEU"": 0.051258623600006104, ""POS"": 0.004910130053758621}"
572;572;513;40.4006473;-3.6940684;﻿KASEO;﻿DELICIAS;Cuanto más amor das mejor estás;﻿Paseo de las Delicias 50;positive;Delicias;Arganzuela;Madrid;positive;"{""NEG"": 0.04220011085271835, ""NEU"": 0.1688782423734665, ""POS"": 0.7889216542243958}"
573;573;514;40.3980665;-3.7019434;﻿Irene Chapado Pinto;﻿ARGANZUELA;Escuchar también es camino;﻿Paseo de Santa María de la Cabeza 86;positive;Palos de la Frontera;Arganzuela;Madrid;positive;"{""NEG"": 0.0575554296374321, ""NEU"": 0.37002134323120117, ""POS"": 0.5724232196807861}"
574;574;515;40.3964415;-3.6983451;﻿Nieves Vázquez Recio;﻿LEGAZPI;Debajo del asfalto también hay cebras;﻿Calle Divino Vallés 25;positive;Chopera;Arganzuela;Madrid;neutral;"{""NEG"": 0.1525258719921112, ""NEU"": 0.6923980116844177, ""POS"": 0.15507619082927704}"
575;575;516;40.3961218;-3.6946344;﻿Felipe Gonzalez Andersen;﻿ARGANZUELA;Pasar por la vida, no dejar que la vida pase.;﻿Paseo de las Delicias 104;positive;Delicias;Arganzuela;Madrid;neutral;"{""NEG"": 0.12734617292881012, ""NEU"": 0.7097691893577576, ""POS"": 0.16288460791110992}"
576;576;517;40.3901159;-3.690383;﻿Rayden;﻿LEGAZPI;Si me voy has de saber que no salvé los muebles de tus llamas;﻿Calle del Hierro - Calle Antracita;positive;Legazpi;Arganzuela;Madrid;negative;"{""NEG"": 0.775747537612915, ""NEU"": 0.20140603184700012, ""POS"": 0.022846456617116928}"
577;577;518;40.3976427;-3.6828635;﻿Belén Olavarría Muñoz;﻿ARGANZUELA;Los poetas son filósofos de breves teorías.;﻿Calle del Oriana - Calle de Méndez Álvaro;positive;Delicias;Arganzuela;Madrid;positive;"{""NEG"": 0.0746450200676918, ""NEU"": 0.3880883753299713, ""POS"": 0.5372666716575623}"
578;578;519;40.4051346;-3.682909;﻿Pista 13;﻿RETIRO;Tienes los defectos más bonitos que he visto nunca.;﻿Av. de la Ciudad de Barcelona 5;positive;Pacífico;Retiro;Madrid;positive;"{""NEG"": 0.05640020966529846, ""NEU"": 0.0774669200181961, ""POS"": 0.866132915019989}"
579;579;520;40.3979046;-3.6704327;﻿Elena Román;﻿PACÍFICO;Por tu forma de venir, creí que te ibas.;﻿Calle del Cerro Negro 2 (del lado de los impares)- Calle Gandia;positive;Adelfas;Retiro;Madrid;negative;"{""NEG"": 0.8452321887016296, ""NEU"": 0.1294306069612503, ""POS"": 0.025337183848023415}"
580;580;521;40.4051634;-3.6590521;﻿Monica ORTIZ GARCIA;﻿PUENTE DE VALLECAS;¿Nos apostamos un beso?;﻿C/de Sierra Toledana (Parque) - Frente a Calle el Bosco;positive;Numancia;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.10063297301530838, ""NEU"": 0.7194479703903198, ""POS"": 0.1799190640449524}"
581;581;522;40.3996598;-3.667426;﻿Edel;﻿PUENTE DE VALLECAS;Entre el polvo, mariposas;﻿Av. de Peña Prieta - Calle Francisco Iglesias;positive;Numancia;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.17845672369003296, ""NEU"": 0.6546680331230164, ""POS"": 0.16687524318695068}"
582;582;523;40.3994994;-3.6607552;﻿Marlango;﻿PUENTE DE VALLECAS;Ven de frente vida, colecciono cada herida;﻿Calle de Sierra Toledana (Paradero, frente a terreno descampado con autos);positive;Numancia;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.12532205879688263, ""NEU"": 0.71926349401474, ""POS"": 0.15541444718837738}"
583;583;524;40.3941312;-3.6404322;﻿Diana Cuéllar Sanz;﻿PUENTE DE VALLECAS;En la jungla de Madrid, el rey es el gato;﻿Calle de la fuente Carrantona-  Calle de Benjamín Palencia;positive;Portazgo;Puente de Vallecas;Madrid;neutral;"{""NEG"": 0.10851970314979553, ""NEU"": 0.6885228157043457, ""POS"": 0.20295755565166473}"
584;584;525;40.3925184;-3.6411027;﻿Javier Krahe;﻿PUENTE DE VALLECAS;Me gustas democracia porque estás como ausente;﻿Av. Pablo Neruda 7;positive;Palomeras Sureste;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.870983362197876, ""NEU"": 0.09970510005950928, ""POS"": 0.02931152656674385}"
585;585;526;40.3874194;-3.6354567;﻿Elisa Cañadillas;﻿PUENTE DE VALLECAS;Seamos libres juntos.;﻿Av. de Miguel Hernández- Calle León Felipe;positive;Palomeras Sureste;Puente de Vallecas;Madrid;positive;"{""NEG"": 0.03257683664560318, ""NEU"": 0.2376972883939743, ""POS"": 0.7297258973121643}"
586;586;527;40.3919419;-3.6612931;﻿JUAN F. RIVERO;﻿PUENTE DE VALLECAS;Silencio, muerdo la parte vegetal del corazón.;﻿Calle del Arroyo del Olivar - Calle Sierra de CadÍ;positive;Palomeras Bajas;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.6664521098136902, ""NEU"": 0.30301380157470703, ""POS"": 0.03053407371044159}"
587;587;528;40.3923919;-3.6721534;﻿Andrés D López;﻿PUENTE DE VALLECAS;Sonríe, es gratis.;﻿Calle Convenio - Calle Pico Javalo;positive;San Diego;Puente de Vallecas;Madrid;positive;"{""NEG"": 0.021298428997397423, ""NEU"": 0.1638159602880478, ""POS"": 0.8148855566978455}"
588;588;529;40.3802261;-3.6658938;﻿María Novo;﻿PUENTE DE VALLECAS;Hay promesas que naufragan justo al ser pronunciadas;﻿Calle del Puerto de Balbarán - Calle de Candilejas;positive;Palomeras Bajas;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.7422551512718201, ""NEU"": 0.2312021404504776, ""POS"": 0.02654276229441166}"
589;589;530;40.3776001;-3.6612407;﻿Lorenzo Kraus;﻿PUENTE DE VALLECAS;A veces cruje el olvido como si dijera tu nombre;﻿Calle del Puerto de Balbarán;positive;Palomeras Bajas;Puente de Vallecas;Madrid;negative;"{""NEG"": 0.5719560980796814, ""NEU"": 0.40591344237327576, ""POS"": 0.02213047258555889}"
590;590;531;40.3773088;-3.6301285;﻿Xavier Rossell;﻿VILLA DE VALLECAS;Tu parpadeo ante el frío es una señal inequívoca de resistencia.;﻿C/ San Jaime 1;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;positive;"{""NEG"": 0.0937827005982399, ""NEU"": 0.37829047441482544, ""POS"": 0.5279268026351929}"
591;591;532;40.3709641;-3.6432526;﻿Fronty;﻿VILLA DE VALLECAS;¡Me importa un camino!;﻿Carretera de Villaverde a Vallecas 263;positive;Casco Histórico de Vallecas;Villa de Vallecas;Madrid;neutral;"{""NEG"": 0.282692551612854, ""NEU"": 0.37636497616767883, ""POS"": 0.34094247221946716}"
592;592;533;40.3845937;-3.6056735;﻿Loreto Sesma;﻿SANTA EUGENIA;La vida no se vive, se celebra.;﻿Av. del Mediterráneo- Calle de Puentelarra;positive;Santa Eugenia;Villa de Vallecas;Madrid;neutral;"{""NEG"": 0.14747285842895508, ""NEU"": 0.5189040899276733, ""POS"": 0.3336230218410492}"
593;593;534;40.3714198;-3.6074443;﻿Carlos G. Munté;﻿VILLA DE VALLECAS;¿Lo oyes? ¿El qué? La lluvia bailando claqué;﻿C/ Peñaranda de Bracamonte (Vadepizza)- Av. las Suertes;positive;Ensanche de Vallecas;Villa de Vallecas;Madrid;neutral;"{""NEG"": 0.2600800096988678, ""NEU"": 0.6338357925415039, ""POS"": 0.10608424246311188}"
594;594;535;40.3678743;-3.6010668;﻿Susana Benet;﻿LA GAVIA;Cruza la calle, a paso de peatón, una paloma.;﻿Av. de las Suertes 60;positive;Ensanche de Vallecas;Villa de Vallecas;Madrid;neutral;"{""NEG"": 0.36401596665382385, ""NEU"": 0.5605554580688477, ""POS"": 0.0754285678267479}"
595;595;536;40.3930567;-3.7677393;﻿L. Gamma;﻿LATINA;Que Madrid sería más fea si no pasearas por ella.;﻿Av. del Padre Piquer (frente a Extranjería Ministerio del Interior nº18);positive;Aluche;Latina;Madrid;negative;"{""NEG"": 0.90903639793396, ""NEU"": 0.07976265996694565, ""POS"": 0.011200906708836555}"
596;596;537;40.3907115;-3.7665645;﻿Coque Malla;﻿EMPALME;Todos los días vuelvo a la ciudad y no encuentro a nadie.;﻿C/ del Tembleque - Av. del Padre Piquer;neutral;Aluche;Latina;Madrid;negative;"{""NEG"": 0.6714903116226196, ""NEU"": 0.30960842967033386, ""POS"": 0.01890133135020733}"
597;597;538;40.3940883;-3.7579466;﻿Zahara;﻿ALUCHE;Huele a casa como al volver de vacaciones en septiembre;﻿Calle Valmojado Nº119 (frente a parque) - Calle Camarena;positive;Aluche;Latina;Madrid;neutral;"{""NEG"": 0.2627507746219635, ""NEU"": 0.6184738278388977, ""POS"": 0.1187753677368164}"
598;598;539;40.3866501;-3.7605576;﻿Laura Nokten;﻿LATINA;Solo tengo esta vida para cruzarme contigo;﻿Calle de Maqueda- Calle Valmojado;positive;Aluche;Latina;Madrid;positive;"{""NEG"": 0.03059919737279415, ""NEU"": 0.3997925817966461, ""POS"": 0.569608211517334}"
599;599;540;40.3915491;-3.7514797;﻿La Carri;﻿LATINA;Lee entre pasos;﻿C/ de los Yébenes 741 Bis (del lado de los pares);positive;Aluche;Latina;Madrid;neutral;"{""NEG"": 0.07901865243911743, ""NEU"": 0.7159852981567383, ""POS"": 0.20499609410762787}"
600;600;541;40.3780935;-3.7483897;﻿Christina Rosenvinge;﻿CARABANCHEL;Si el monstruo te da miedo ¿Por Qué le das de comer?;﻿C/Eugenia de Montijo 90;negative;Puerta Bonita;Carabanchel;Madrid;negative;"{""NEG"": 0.8422860503196716, ""NEU"": 0.1420147866010666, ""POS"": 0.015699122101068497}"
601;601;542;40.3832954;-3.7412605;﻿Guillermo Martina López-Pelegrín;﻿CARABANCHEL;Incluso los sauces llorones sonríen al verte;﻿C/ Gral. Ricardos 181 (Telepizza);positive;Puerta Bonita;Carabanchel;Madrid;neutral;"{""NEG"": 0.38701891899108887, ""NEU"": 0.4325164556503296, ""POS"": 0.18046462535858154}"
602;602;543;40.3808069;-3.7450263;﻿Etxailarena;﻿CARABANCHEL;Cuídate del recuerdo.;﻿C/ Gral. Ricardos 262 - C/ Eugenia de Montijo 53;negative;Vista Alegre;Carabanchel;Madrid;neutral;"{""NEG"": 0.17033535242080688, ""NEU"": 0.4965837299823761, ""POS"": 0.3330810070037842}"
603;603;544;40.3760113;-3.7344584;﻿Langui;﻿PAN BENDITO;Date barniz en el pedigrí;﻿C/ Besolla - Av. Abrantes 122;positive;Abrantes;Carabanchel;Madrid;neutral;"{""NEG"": 0.21008247137069702, ""NEU"": 0.7410337328910828, ""POS"": 0.048883743584156036}"
604;604;545;40.3826253;-3.7231422;﻿Dove;﻿CARABANCHEL;Que tus sueños pesen más que tus heridas.;﻿Vía Lusitana - Pza. Coimbra;positive;Abrantes;Carabanchel;Madrid;neutral;"{""NEG"": 0.26474419236183167, ""NEU"": 0.4912854731082916, ""POS"": 0.2439703792333603}"
605;605;546;40.3807701;-3.7257037;﻿Quique González;﻿ABRANTES;Como kamikazes enamorados, como pistoleros de sangre caliente;﻿Vía Lusitana;positive;Abrantes;Carabanchel;Madrid;neutral;"{""NEG"": 0.2419925034046173, ""NEU"": 0.6293447017669678, ""POS"": 0.12866277992725372}"
606;606;547;40.3783816;-3.7279889;﻿MARIA SAEZ;﻿CARABANCHEL;La inteligencia se muestra en saber cuando callar;﻿Vía Lusitana (EMT) 3993;positive;Abrantes;Carabanchel;Madrid;neutral;"{""NEG"": 0.19604003429412842, ""NEU"": 0.49863117933273315, ""POS"": 0.3053288161754608}"
607;607;548;40.3757253;-3.7121947;﻿Verónica Aranda;﻿ORCASITAS;La ciudad crece en mí y me salva en la noche;﻿Av. de Rafaela Ybarra (Parque);positive;Pradolongo;Usera;Madrid;positive;"{""NEG"": 0.010103048756718636, ""NEU"": 0.1741975098848343, ""POS"": 0.8156993985176086}"
608;608;549;40.3831422;-3.701376;﻿UtopiaDiasRojos;﻿USERA;Eres un huracán que juega a ser viento.;﻿C/ de los evangelios 25-27 (del lado de los pares);positive;Almendrales;Usera;Madrid;negative;"{""NEG"": 0.8428052067756653, ""NEU"": 0.129362091422081, ""POS"": 0.027832631021738052}"
609;609;54;40.4916218;-3.7229999;﻿DulceLola;﻿FUENCARRAL-EL PARDO;Si me quereis, versos.;﻿C/ de la Senda del Infante (Pares) - Glorieta de Olga Ramos;positive;Peñagrande;Fuencarral-El Pardo;Madrid;neutral;"{""NEG"": 0.08190105855464935, ""NEU"": 0.5371428728103638, ""POS"": 0.38095608353614807}"
610;610;550;40.3814688;-3.7016979;﻿Andrea Heb;﻿USERA;Te miro para mirarme. Cuando bailas y me miras, me siento música.;﻿C/ Cristo de la Victoria 62;positive;Almendrales;Usera;Madrid;positive;"{""NEG"": 0.03105970472097397, ""NEU"": 0.1794901192188263, ""POS"": 0.7894502282142639}"
611;611;551;40.3840493;-3.6978918;﻿Cantandosola;﻿USERA;Ten, eleven, vuelve;﻿Av. Córdoba 21;positive;Almendrales;Usera;Madrid;neutral;"{""NEG"": 0.14019587635993958, ""NEU"": 0.6288618445396423, ""POS"": 0.23094233870506287}"
612;612;552;40.3817283;-3.6975834;﻿Leiva;﻿ALMENDRALES;Mi alma la tripula el viento de tu respiración;﻿Av. Córdoba 3;positive;Almendrales;Usera;Madrid;neutral;"{""NEG"": 0.10192235559225082, ""NEU"": 0.6264412999153137, ""POS"": 0.27163633704185486}"
613;613;553;40.3848012;-3.760689;﻿Fernando Marías;﻿ALUCHE;Los recuerdos son como los libros. Solo importan los que permanecen;﻿Av. de los Poblados (estación Cercanias);positive;Aluche;Latina;Madrid;neutral;"{""NEG"": 0.12950517237186432, ""NEU"": 0.5268522500991821, ""POS"": 0.34364253282546997}"
614;614;554;40.3736634;-3.7230054;﻿Marisol HUERTA NIEMBRO;﻿CARABANCHEL;El silencio transforma el amanecer en agua, en un cuerpo que espera;﻿Av. de los Poblados (Colegio Arenales Carabanchel) - C/ Cazalegas;positive;Abrantes;Carabanchel;Madrid;negative;"{""NEG"": 0.5734880566596985, ""NEU"": 0.38172414898872375, ""POS"": 0.04478778690099716}"
615;615;555;40.3737514;-3.7190585;﻿Duende Josele;﻿ORCASITAS;¡Cuánto pesa un corazón vacío!;﻿Av. de los Poblados (Parque);neutral;Orcasitas;Usera;Madrid;negative;"{""NEG"": 0.9216169118881226, ""NEU"": 0.06810055673122406, ""POS"": 0.010282467119395733}"
616;616;556;40.3736738;-3.7156293;﻿Blanca Alonso García;﻿USERA;De tu mano todo cambia;﻿C/ Guetaria (entre parques)- Av. de los Poblados;positive;Orcasitas;Usera;Madrid;positive;"{""NEG"": 0.02982821688055992, ""NEU"": 0.21731048822402954, ""POS"": 0.7528613209724426}"
617;617;557;40.3727746;-3.7103963;﻿Inma Chacón;﻿ORCASITAS;Abriré las puertas del mundo y dejaré que entre el aire;﻿Av. de los Poblados (frente a parque) - C/ del Camino Viejo de Villaverde;positive;Orcasitas;Usera;Madrid;neutral;"{""NEG"": 0.037315260618925095, ""NEU"": 0.5310326814651489, ""POS"": 0.4316520690917969}"
618;618;558;40.3707648;-3.6959028;﻿Misotrascosas;﻿USERA;Para hablar de amor, sobran las palabras;﻿Av. de los Poblados (Pares) - C/de Eduardo Berreiros;positive;Orcasur;Usera;Madrid;neutral;"{""NEG"": 0.2661762535572052, ""NEU"": 0.5220130681991577, ""POS"": 0.21181067824363708}"
619;619;559;40.3714046;-3.6923155;﻿Antonio Flores;﻿ANTONIO FLORES;Puedo nadar sobre la lava de un volcán;﻿C/de la Estafeta (Pares) - Av. de San Fermín;positive;San Fermín;Usera;Madrid;neutral;"{""NEG"": 0.057932429015636444, ""NEU"": 0.570549726486206, ""POS"": 0.3715178072452545}"
620;620;55;40.4867995;-3.6510363;﻿Abraham Gragera;﻿SAN CHINARRO;Porque vivir es casi;﻿Av. de Francisco Pi y Margall (Impares) - C/ Principe Carlos (Rotonda);positive;Valdefuentes;Hortaleza;Madrid;neutral;"{""NEG"": 0.12639614939689636, ""NEU"": 0.5307071805000305, ""POS"": 0.3428966999053955}"
621;621;560;40.3778686;-3.7838647;﻿José María Gómez Valero;﻿LATINA;La lucha por palpar con las palabras el brillo oculto de estos días.;﻿Av. de la Aviación (Base Militar) - Carr. Aero Club;positive;Las Águilas;Latina;Madrid;neutral;"{""NEG"": 0.07462432980537415, ""NEU"": 0.47498154640197754, ""POS"": 0.4503941237926483}"
622;622;561;40.3727992;-3.7657893;﻿Miren Iza;﻿CUATRO VIENTOS;Teje, araña, teje, que tus hijos no se puedan caer;﻿Ctra. Barrio de la Fortuna (Pares) - Av. de la Aviación;positive;Cuatro Vientos;Latina;Madrid;neutral;"{""NEG"": 0.1591036468744278, ""NEU"": 0.5553650259971619, ""POS"": 0.28553131222724915}"
623;623;562;40.3618659;-3.7539769;﻿Angel Calle Collado;﻿CARABANCHEL;Cuando los pájaros me visiten libres yo seré libre también;﻿Av. de Carabanchel Alto (Impares, atrás un parque);positive;Buenavista;Carabanchel;Madrid;positive;"{""NEG"": 0.017098383978009224, ""NEU"": 0.35377657413482666, ""POS"": 0.6291249990463257}"
624;624;563;40.3731077;-3.7472712;﻿Carmen Di Bella García;﻿CARABANCHEL;¿Quién puso ahí las piedras que edifican tu cárcel?;﻿C/ Antonia Rodriguez Sacristán 13;neutral;Puerta Bonita;Carabanchel;Madrid;neutral;"{""NEG"": 0.5033673644065857, ""NEU"": 0.4298144578933716, ""POS"": 0.06681816279888153}"
625;625;564;40.3707894;-3.7375993;﻿Rebeca Barrón;﻿CARABANCHEL;El tiempo llegó tarde, se fió de su tic tac;﻿Vía Lucitana (Parque) - frente a C/ Halconero del Rey;positive;Buenavista;Carabanchel;Madrid;negative;"{""NEG"": 0.5716268420219421, ""NEU"": 0.4006635546684265, ""POS"": 0.0277095977216959}"
626;626;565;40.3632787;-3.7403191;﻿Rodolfo Serrano;﻿CARABANCHEL;Tú tan guapa y yo en los mismos bares;﻿C/ Calderilla (frente a Centro comercial) - rotonda de C/ Real;positive;Buenavista;Carabanchel;Madrid;neutral;"{""NEG"": 0.4621940553188324, ""NEU"": 0.46828028559684753, ""POS"": 0.06952566653490067}"
627;627;566;40.3653464;-3.6982874;﻿Lydia Fernández Pereda;﻿USERA;En este preciso instante he sido solo yo;﻿C/de Eduardo Barreiros - C/ SOlobreña;positive;Orcasur;Usera;Madrid;neutral;"{""NEG"": 0.12488024681806564, ""NEU"": 0.6837248802185059, ""POS"": 0.1913948655128479}"
628;628;567;40.3669036;-3.6903267;﻿Brane Mozetič;﻿SAN FERMÍN;ne dviguj zastorov, dragi da svetloba ne prodre do naju;﻿Av. de los Rosales - C/de Corindón;positive;San Fermín;Usera;Madrid;neutral;"{""NEG"": 0.3798638880252838, ""NEU"": 0.4751065671443939, ""POS"": 0.14502951502799988}"
629;629;568;40.3659615;-3.6923317;﻿Ana Chinchi;﻿VILLAVERDE;Que tu voz calle miradas.;﻿Av. de Orovilla (Serv. soc. San fermín) - C/ sin nombre;positive;San Fermín;Usera;Madrid;positive;"{""NEG"": 0.06937762349843979, ""NEU"": 0.4481401741504669, ""POS"": 0.4824821949005127}"
