;Unnamed: 0;id;latitud;longitud;autor;barrio;verso;direccion;openai_sentiment;quarter;district;city;twitter-xml_sentiment;twitter-xml_anger;twitter-xml_disgust;twitter-xml_fear;twitter-xml_joy;twitter-xml_sadness;twitter-xml_surprise;twitter-xml_others;twitter-xml_as_positive;twitter-xml_as_neutral;twitter-xml_as_negative
601;601;542;40.3832954;-3.7412605;﻿Guillermo Martina López-Pelegrín;﻿CARABANCHEL;Incluso los sauces llorones sonríen al verte;﻿C/ Gral. Ricardos 181 (Telepizza);positive;Puerta Bonita;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.4255921542644501;0.0;0.0;0.0;0.0;0.4255921542644501
602;602;543;40.3808069;-3.7450263;﻿Etxailarena;﻿CARABANCHEL;Cuídate del recuerdo.;﻿C/ Gral. Ricardos 262 - C/ Eugenia de Montijo 53;negative;Vista Alegre;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.9262667298316956;0.0;0.0;0.0;0.0;0.9262667298316956
603;603;544;40.3760113;-3.7344584;﻿Langui;﻿PAN BENDITO;Date barniz en el pedigrí;﻿C/ Besolla - Av. Abrantes 122;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8994623422622681;0.0;0.8994623422622681;0.0
604;604;545;40.3826253;-3.7231422;﻿Dove;﻿CARABANCHEL;Que tus sueños pesen más que tus heridas.;﻿Vía Lusitana - Pza. Coimbra;positive;Abrantes;Carabanchel;Madrid;negative;0.0;0.0;0.0;0.0;0.6067540049552917;0.0;0.0;0.0;0.0;0.6067540049552917
605;605;546;40.3807701;-3.7257037;﻿Quique González;﻿ABRANTES;Como kamikazes enamorados, como pistoleros de sangre caliente;﻿Vía Lusitana;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.44268330931663513;0.0;0.44268330931663513;0.0
606;606;547;40.3783816;-3.7279889;﻿MARIA SAEZ;﻿CARABANCHEL;La inteligencia se muestra en saber cuando callar;﻿Vía Lusitana (EMT) 3993;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7836011648178101;0.0;0.7836011648178101;0.0
607;607;548;40.3757253;-3.7121947;﻿Verónica Aranda;﻿ORCASITAS;La ciudad crece en mí y me salva en la noche;﻿Av. de Rafaela Ybarra (Parque);positive;Pradolongo;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4607972800731659;0.0;0.4607972800731659;0.0
608;608;549;40.3831422;-3.701376;﻿UtopiaDiasRojos;﻿USERA;Eres un huracán que juega a ser viento.;﻿C/ de los evangelios 25-27 (del lado de los pares);positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.556492269039154;0.0;0.556492269039154;0.0
609;609;54;40.4916218;-3.7229999;﻿DulceLola;﻿FUENCARRAL-EL PARDO;Si me quereis, versos.;﻿C/ de la Senda del Infante (Pares) - Glorieta de Olga Ramos;positive;Peñagrande;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6992852687835693;0.0;0.6992852687835693;0.0
610;610;550;40.3814688;-3.7016979;﻿Andrea Heb;﻿USERA;Te miro para mirarme. Cuando bailas y me miras, me siento música.;﻿C/ Cristo de la Victoria 62;positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4981401264667511;0.0;0.4981401264667511;0.0
611;611;551;40.3840493;-3.6978918;﻿Cantandosola;﻿USERA;Ten, eleven, vuelve;﻿Av. Córdoba 21;positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8222393989562988;0.0;0.8222393989562988;0.0
612;612;552;40.3817283;-3.6975834;﻿Leiva;﻿ALMENDRALES;Mi alma la tripula el viento de tu respiración;﻿Av. Córdoba 3;positive;Almendrales;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6166146993637085;0.0;0.6166146993637085;0.0
613;613;553;40.3848012;-3.760689;﻿Fernando Marías;﻿ALUCHE;Los recuerdos son como los libros. Solo importan los que permanecen;﻿Av. de los Poblados (estación Cercanias);positive;Aluche;Latina;Madrid;negative;0.0;0.0;0.0;0.0;0.4482884407043457;0.0;0.0;0.0;0.0;0.4482884407043457
614;614;554;40.3736634;-3.7230054;﻿Marisol HUERTA NIEMBRO;﻿CARABANCHEL;El silencio transforma el amanecer en agua, en un cuerpo que espera;﻿Av. de los Poblados (Colegio Arenales Carabanchel) - C/ Cazalegas;positive;Abrantes;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5677316188812256;0.0;0.5677316188812256;0.0
615;615;555;40.3737514;-3.7190585;﻿Duende Josele;﻿ORCASITAS;¡Cuánto pesa un corazón vacío!;﻿Av. de los Poblados (Parque);neutral;Orcasitas;Usera;Madrid;negative;0.0;0.0;0.0;0.0;0.8063825964927673;0.0;0.0;0.0;0.0;0.8063825964927673
616;616;556;40.3736738;-3.7156293;﻿Blanca Alonso García;﻿USERA;De tu mano todo cambia;﻿C/ Guetaria (entre parques)- Av. de los Poblados;positive;Orcasitas;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7200056910514832;0.0;0.7200056910514832;0.0
617;617;557;40.3727746;-3.7103963;﻿Inma Chacón;﻿ORCASITAS;Abriré las puertas del mundo y dejaré que entre el aire;﻿Av. de los Poblados (frente a parque) - C/ del Camino Viejo de Villaverde;positive;Orcasitas;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5834086537361145;0.0;0.5834086537361145;0.0
618;618;558;40.3707648;-3.6959028;﻿Misotrascosas;﻿USERA;Para hablar de amor, sobran las palabras;﻿Av. de los Poblados (Pares) - C/de Eduardo Berreiros;positive;Orcasur;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6370522975921631;0.0;0.6370522975921631;0.0
619;619;559;40.3714046;-3.6923155;﻿Antonio Flores;﻿ANTONIO FLORES;Puedo nadar sobre la lava de un volcán;﻿C/de la Estafeta (Pares) - Av. de San Fermín;positive;San Fermín;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8123253583908081;0.0;0.8123253583908081;0.0
620;620;55;40.4867995;-3.6510363;﻿Abraham Gragera;﻿SAN CHINARRO;Porque vivir es casi;﻿Av. de Francisco Pi y Margall (Impares) - C/ Principe Carlos (Rotonda);positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.719688892364502;0.0;0.719688892364502;0.0
621;621;560;40.3778686;-3.7838647;﻿José María Gómez Valero;﻿LATINA;La lucha por palpar con las palabras el brillo oculto de estos días.;﻿Av. de la Aviación (Base Militar) - Carr. Aero Club;positive;Las Águilas;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5365189909934998;0.0;0.5365189909934998;0.0
622;622;561;40.3727992;-3.7657893;﻿Miren Iza;﻿CUATRO VIENTOS;Teje, araña, teje, que tus hijos no se puedan caer;﻿Ctra. Barrio de la Fortuna (Pares) - Av. de la Aviación;positive;Cuatro Vientos;Latina;Madrid;negative;0.0;0.0;0.0;0.0;0.35209277272224426;0.0;0.0;0.0;0.0;0.35209277272224426
623;623;562;40.3618659;-3.7539769;﻿Angel Calle Collado;﻿CARABANCHEL;Cuando los pájaros me visiten libres yo seré libre también;﻿Av. de Carabanchel Alto (Impares, atrás un parque);positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.47983309626579285;0.0;0.47983309626579285;0.0
624;624;563;40.3731077;-3.7472712;﻿Carmen Di Bella García;﻿CARABANCHEL;¿Quién puso ahí las piedras que edifican tu cárcel?;﻿C/ Antonia Rodriguez Sacristán 13;neutral;Puerta Bonita;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7984625101089478;0.0;0.7984625101089478;0.0
625;625;564;40.3707894;-3.7375993;﻿Rebeca Barrón;﻿CARABANCHEL;El tiempo llegó tarde, se fió de su tic tac;﻿Vía Lucitana (Parque) - frente a C/ Halconero del Rey;positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.831165611743927;0.0;0.831165611743927;0.0
626;626;565;40.3632787;-3.7403191;﻿Rodolfo Serrano;﻿CARABANCHEL;Tú tan guapa y yo en los mismos bares;﻿C/ Calderilla (frente a Centro comercial) - rotonda de C/ Real;positive;Buenavista;Carabanchel;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4471732974052429;0.0;0.4471732974052429;0.0
627;627;566;40.3653464;-3.6982874;﻿Lydia Fernández Pereda;﻿USERA;En este preciso instante he sido solo yo;﻿C/de Eduardo Barreiros - C/ SOlobreña;positive;Orcasur;Usera;Madrid;negative;0.0;0.0;0.0;0.0;0.5176421403884888;0.0;0.0;0.0;0.0;0.5176421403884888
628;628;567;40.3669036;-3.6903267;﻿Brane Mozetič;﻿SAN FERMÍN;ne dviguj zastorov, dragi da svetloba ne prodre do naju;﻿Av. de los Rosales - C/de Corindón;positive;San Fermín;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7898097634315491;0.0;0.7898097634315491;0.0
629;629;568;40.3659615;-3.6923317;﻿Ana Chinchi;﻿VILLAVERDE;Que tu voz calle miradas.;﻿Av. de Orovilla (Serv. soc. San fermín) - C/ sin nombre;positive;San Fermín;Usera;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4714983403682709;0.0;0.4714983403682709;0.0
630;630;569;40.3586346;-3.6934474;﻿Juan Antonio Torrero González;﻿VILLAVERDE;Mientras esperas, Miradas cercanas, Vidas lejanas, En las aceras;﻿Av. de Andalucía - Entre Av. de la Felicidad y C/de la Dulzura;positive;Los Ángeles;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3939732313156128;0.0;0.3939732313156128;0.0
631;631;56;40.4043178;-3.7476388;﻿Santi Balmes;﻿LUCERO;A brillar que son dos sílabas;﻿Zona en pendiente que conecta C/ Sepúlveda con c/ Cebreros.;positive;Lucero;Latina;Madrid;positive;0.0;0.0;0.0;0.4785570800304413;0.0;0.0;0.0;0.4785570800304413;0.0;0.0
632;632;570;40.3457018;-3.6934448;﻿Adrián Durán Caballero;﻿VILLAVERDE;Que la vida te regale lo que sueñes;﻿Gran Vía de Villaverde- Rotonda Av. de Andalucía;positive;;Villaverde;Madrid;positive;0.0;0.0;0.0;0.41272446513175964;0.0;0.0;0.0;0.41272446513175964;0.0;0.0
633;633;571;40.351632;-3.6917925;﻿AF.Acebo;﻿VILLAVERDE;Planea la vida como si estuvieras volando;﻿Calle de Juan José Martínez Seco- Carr. de Villaverde a Vallecas;positive;Los Rosales;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6220352649688721;0.0;0.6220352649688721;0.0
634;634;572;40.3538069;-3.6895783;﻿Inés Abalo Rodríguez;﻿VILLAVERDE;Sin poesía no se vuela;﻿Carr. de Villaverde a Vallecas- Calle de Villafuerte;positive;Los Rosales;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7494322657585144;0.0;0.7494322657585144;0.0
635;635;573;40.3527419;-3.6834481;﻿Langui;﻿VILLAVERDE;Parece que a la acera la han rajado con un cúter;﻿Gran Vía de Villaverde (Puente sobre Cercanías / Ascensor);positive;Butarque;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.46321338415145874;0.0;0.46321338415145874;0.0
636;636;574;40.3506192;-3.6773274;﻿Christina Rosenvinge;﻿VILLAVERDE;No hay que segar, segadora.  Deja la hierba crecer.;﻿Av. de los Rosales 133 (del lado de los Pares / Centro Cultural);positive;Butarque;Villaverde;Madrid;negative;0.0;0.0;0.0;0.0;0.3132590055465698;0.0;0.0;0.0;0.0;0.3132590055465698
637;637;575;40.3492997;-3.7132851;﻿VILA;﻿VILLAVERDE;Un par de lunáticos perdidos en otro espacio.;﻿Calle Villalonso- Calle Puebla de Sanabria;positive;;Villaverde;Madrid;negative;0.0;0.0;0.0;0.0;0.6918533444404602;0.0;0.0;0.0;0.0;0.6918533444404602
638;638;576;40.3491628;-3.6991337;﻿Juan Ángel Asensio Carrasco;﻿VILLAVERDE;Cuando regresemos del viaje la tormenta será otra.;﻿Calle Cifuentes- Calle Alcocer;positive;Los Ángeles;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.49674275517463684;0.0;0.49674275517463684;0.0
639;639;577;40.3466566;-3.7159592;﻿Peru Saizprez;﻿VILLAVERDE;Ella poseía poesía;﻿Paseo de los Ferroviarios- Calle Encarnación del Pino;positive;Villaverde Alto, Casco Histórico de Villaverde;Villaverde;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7344263195991516;0.0;0.7344263195991516;0.0
640;640;578;40.3961494;-3.7739244;﻿Beatriz Ausejo;﻿LATINA;Me sobra fiesta, me falta siesta;﻿C/ de Domingo Párraga (Pares, Colegio) - C/ Sta. Joaquina de Verduna;positive;Campamento;Latina;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.445015549659729;0.0;0.445015549659729;0.0
641;641;579;40.4072;-3.7113;﻿Ernesto Suárez;﻿CENTRO;Lances del ser que vive alzado desde el brinco del respirar: lances;﻿Glorieta puerta de Toledo 1;positive;Palacio;Centro;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.9205544590950012;0.0;0.9205544590950012;0.0
642;642;57;40.4939778;-3.657597;﻿Izal;﻿SAN CHINARRO;Yo solo pido pausa, tu rebobinar;﻿C/ de Ana de Austria (Centro de salud Sanchinarro);positive;Valdefuentes;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.41067424416542053;0.0;0.41067424416542053;0.0
643;643;580;40.509054;-3.6925502;﻿Lupe Gómez;﻿MONTECARMELO;Como por ensalmo: Ti eras a caligrafía amada de Galicia.;﻿Av. del Monasterio de Silos 83;positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7566137909889221;0.0;0.7566137909889221;0.0
644;644;581;40.5026033;-3.7068692;﻿Libracos;﻿FUENCARRAL-EL PARDO;Eres un amor para leer a media noche;﻿C/ del Monasterio de las Huelgas 17 (del lado de los pares);positive;;Fuencarral-El Pardo;Madrid;positive;0.0;0.0;0.0;0.7455250024795532;0.0;0.0;0.0;0.7455250024795532;0.0;0.0
645;645;582;40.498725;-3.6864321;﻿Efecto Me;﻿FUENCARRAL-EL PARDO; Báilame paso a paso vida, báilame...;﻿Calle de Ntra. Sra. de Valverde (Pares) - C/ Afueras a Valverde;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.37047022581100464;0.0;0.37047022581100464;0.0
646;646;583;40.5087806;-3.6731378;﻿Marta Navarro;﻿FUENCARRAL-EL PARDO;Me llevas al océano de tu rosaleda, a tus calles sin edad.;﻿Av. Santo domingo de la Calzada 11;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4019014537334442;0.0;0.4019014537334442;0.0
647;647;584;40.5102203;-3.6691305;﻿(∂ + m) ψ = 0;﻿FUENCARRAL-EL PARDO;No sigo tus pasos, camino contigo;﻿Paseo Tierra de Melide (Impares) - Glorieta Monte del Gozo;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.49200439453125;0.0;0.49200439453125;0.0
648;648;585;40.5063696;-3.6633382;﻿Suzanne;﻿FUENCARRAL-EL PARDO;No importa donde estés veremos la misma luna;﻿Paseo Tierra de Melide (Parque) - C/ de Valcarlos;positive;Valverde;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.36687806248664856;0.0;0.36687806248664856;0.0
649;649;586;40.4949976;-3.7254837;﻿Lemotbulle;﻿FUENCARRAL-EL PARDO;Nadie regresa intacto;﻿C/ Pau arroyo del Fresno (Frente a estación);positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.49052125215530396;0.0;0.49052125215530396;0.0
650;650;587;40.4910502;-3.7162154;﻿Gema Terol;﻿FUENCARRAL-EL PARDO;Dame dos versos cuando me saludes;﻿Av. del Ventisquero de la Condesa (Boca de metro Mirasierra);positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6629818081855774;0.0;0.6629818081855774;0.0
651;651;588;40.486114;-3.7167344;﻿Segunhenrymiller;﻿FUENCARRAL-EL PARDO;A veces mi otoño comprende tu lluvia;﻿Av. del Ventisquero de la Condesa 7;positive;;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.748496949672699;0.0;0.748496949672699;0.0
652;652;589;40.4823665;-3.7278494;﻿Pablo Velado Pulido;﻿FUENCARRAL-EL PARDO;Bailar es ver las aves desde dentro;﻿C/ de Ramón Gómez de la Serna – C/ Sandalia Navas;positive;Peñagrande;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.569115936756134;0.0;0.569115936756134;0.0
653;653;58;40.4626358;-3.6245093;﻿Leonor Antón;﻿CANILLAS;Todo ha de dejarse ir;﻿C/ de Silvano - C/ de Ramón Power;neutral;Canillas;Hortaleza;Madrid;negative;0.0;0.0;0.0;0.0;0.47477099299430847;0.0;0.0;0.0;0.0;0.47477099299430847
654;654;590;40.4834356;-3.6893154;﻿Santi Silvero;﻿FUENCARRAL-EL PARDO;Si te ceden el paso, cede la sonrisa.;﻿Puente Virgen de Begoña- Calle de Pedro Rico;positive;La Paz;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6884770393371582;0.0;0.6884770393371582;0.0
655;655;591;40.4797601;-3.6967653;﻿Andrés París Muñoz;﻿FUENCARRAL-EL PARDO;La muerte del último hombre jamás será confirmada;﻿Av. Monforte de Lemos- Calle Puentecesures;neutral;La Paz;Fuencarral-El Pardo;Madrid;negative;0.0;0.0;0.0;0.0;0.5754269361495972;0.0;0.0;0.0;0.0;0.5754269361495972
656;656;592;40.4816953;-3.7044069;﻿Amanda Gordillo;﻿FUENCARRAL-EL PARDO;Que el sonido de nuestras pisadas sea un vals de otoño;﻿Calle de Pedro Rico- Calle de Ginzo de Limia;positive;La Paz;Fuencarral-El Pardo;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.4469967782497406;0.0;0.4469967782497406;0.0
657;657;593;40.4685516;-3.6938363;﻿Yolanda Menéndez;﻿TETUÁN;Que me quiera quien ardiendo dentro no llegue nunca a quemarme;﻿Av. Asturias - C/ Cañaveral;positive;Almenara;Tetuán;Madrid;negative;0.0;0.0;0.0;0.0;0.6054273247718811;0.0;0.0;0.0;0.0;0.6054273247718811
658;658;594;40.4698043;-3.70493;﻿Angélica Escalona Fernández;﻿TETUÁN;Te daría besos de buenas noches hasta que se hiciese de día.;﻿Paseo de la Dirección 285;positive;Valdeacederas;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3892201781272888;0.0;0.3892201781272888;0.0
659;659;595;40.4635112;-3.6963522;﻿Rachid Lamarti;﻿TETUÁN;Las nubes lamen el mar. Pensamientos en blanco sobre el agua.;﻿C/ Bravo Murillo 312;positive;Valdeacederas;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8828199505805969;0.0;0.8828199505805969;0.0
660;660;596;40.4631112;-3.703444;﻿Maru;﻿TETUÁN;En esta calle me enamoré de un gato;﻿C/ Marqués de Viana 73;positive;Berruguete;Tetuán;Madrid;positive;0.0;0.0;0.0;0.5270586013793945;0.0;0.0;0.0;0.5270586013793945;0.0;0.0
661;661;597;40.4753614;-3.6864052;﻿Izal;﻿CASTILLA;Qué manera de perder las formas. Qué forma de perder las maneras;﻿Paseo de la Castellana (ICEX);positive;Castilla;Chamartín;Madrid;negative;0.0;0.0;0.0;0.0;0.36745813488960266;0.0;0.0;0.0;0.0;0.36745813488960266
662;662;598;40.4738139;-3.6852962;﻿Francisco M. Ortega Palomares;﻿CHAMARTÍN;Hermosa aquella edad que no se siente.;﻿C/ Padre Francisco Palau y Oliver - C/ Mauricio Legendre;positive;Castilla;Chamartín;Madrid;negative;0.0;0.0;0.0;0.0;0.5512340664863586;0.0;0.0;0.0;0.0;0.5512340664863586
663;663;599;40.4704981;-3.6852533;﻿Zarrino;﻿CHAMARTÍN;No voy a no intentarlo;﻿C/ Agustín Foxá 25;positive;Castilla;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.3800552785396576;0.0;0.3800552785396576;0.0
664;664;59;40.3922907;-3.6914062;﻿Tarque;﻿LEGAZPI;Difumínate conmigo antes de que todo muera;﻿Calle Bolívar 22;positive;Delicias;Arganzuela;Madrid;negative;0.0;0.0;0.0;0.0;0.49709492921829224;0.0;0.0;0.0;0.0;0.49709492921829224
665;665;600;40.4674089;-3.6791405;﻿Monterrosa;﻿CHAMARTÍN;Prometo rendirte cuentos cada noche;﻿Paseo de la Habana - C/ Mateo Inurria;positive;Nueva España;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6833416223526001;0.0;0.6833416223526001;0.0
666;666;601;40.4603909;-3.6737519;﻿Antonio Montoya;﻿CHAMARTÍN;Al sol le da miedo la oscuridad por eso duerme con la luna encendida;﻿Av. de Alfonso XIII (FEFC SANTA CATALINA DE SENA) - Calle del Torpedo de Tucumán;positive;Nueva España;Chamartín;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6854730844497681;0.0;0.6854730844497681;0.0
667;667;602;40.4790737;-3.6717242;﻿Genoma Poético;﻿MANOTERAS;livianos estamos seguros pesos pluma mejor;﻿Av. de San Luis- Calle del Condado de Treviño;positive;Costillares;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.7090537548065186;0.0;0.7090537548065186;0.0
668;668;603;40.4769916;-3.654318;﻿Carmen Martin Fucho;﻿HORTALEZA;Si la vida es un tango, bailemos juntos y haremos un mundo.;﻿Ctra. la Estación de Hortaleza- Calle Doña Guiomar;positive;Apóstol Santiago;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6211547255516052;0.0;0.6211547255516052;0.0
669;669;604;40.4718469;-3.6397818;﻿Rafa Olivares;﻿HORTALEZA;Nuevos himnos, nuevas banderas, mismas herrumbres de viejas cadenas.;﻿C/ Mar Adriático (Impares) - C/ Chiquinquirá;positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5304883718490601;0.0;0.5304883718490601;0.0
670;670;605;40.4694718;-3.6340741;﻿Violeta Castaño Ruiz;﻿MAR DE CRISTAL;soy arrullo pero también soy tormenta;﻿C/ de Ayacucho - C/ Aconcagua (frente a Edificio de comité olímpico español);positive;Pinar del Rey;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5101953148841858;0.0;0.5101953148841858;0.0
671;671;606;40.4627806;-3.6357987;﻿Yolanda Ortiz;﻿CANILLAS;se interrumpe el eco de tus pasos lluvia mansa contra el suelo;﻿C/ de Silvano (Centro comercial Palacio de Hielo)- Av. de Machupichu;positive;Canillas;Hortaleza;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5734301209449768;0.0;0.5734301209449768;0.0
672;672;607;40.450817;-3.6589007;﻿Ernesto Pérez Zúñiga;﻿SAN JUAN BAUTISTA;Yo soy aquella casa donde nunca he llegado;﻿Calle de Torrelaguna- Calle Sorzano;positive;San Juan Bautista;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6013049483299255;0.0;0.6013049483299255;0.0
673;673;608;40.4511762;-3.6524096;﻿Sara Bellon Alonso;﻿CIUDAD LINEAL;Mi corazón nunca se pone en rojo;﻿Calle de Arturo Soria (conservatorio)- Calle Duque de Tamames;positive;San Juan Bautista;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.41509872674942017;0.0;0.41509872674942017;0.0
674;674;609;40.4631357;-3.5879038;﻿Miriam Reyes;﻿BARAJAS;Cómo avanzar a la par que el paisaje;﻿Av. de Logroño- Calle Basella;positive;;Barajas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8997761011123657;0.0;0.8997761011123657;0.0
675;675;60;40.4384777;-3.6173813;﻿GUS;﻿CANILLEJAS;En clave de Sol, punteo tu diéresis;﻿Calle de Albadalejo- Calle de Julian Camarillo;positive;Simancas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8920855522155762;0.0;0.8920855522155762;0.0
676;676;610;40.4433892;-3.5759211;﻿Cuchillo;﻿SAN BLAS;Gran parte de mi cuerpo es agua, el resto es sed.;﻿C/ Arcaute – C/Yécora;positive;Rejas;San Blas - Canillejas;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5359500050544739;0.0;0.5359500050544739;0.0
677;677;611;40.4731782;-3.8319566;﻿Fran Barreno;﻿EL PLANTÍO;La tierra es plana y tiene tus medidas;﻿Av. de la Victoria 114 (del lado e los impares);positive;;Moncloa-Aravaca;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.8767271041870117;0.0;0.8767271041870117;0.0
678;678;612;40.4578828;-3.694657;﻿IGOR PASKUAL;﻿TETUÁN;El aroma de un verbo al dente  y el sabor de un adverbio crujiente;﻿C/ Huesca 67 (del lado de los pares)- C/ Orense;positive;Castillejos;Tetuán;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.6750115156173706;0.0;0.6750115156173706;0.0
679;679;613;40.4547592;-3.6778101;﻿Pepe Pulido;﻿CHAMARTÍN;Y de la noche a la mañana, las banderas no me dejaron verte más.;﻿Calle de Serrano - próximo a Calle Príncipe de Vergara;neutral;Hispanoamérica;Chamartín;Madrid;negative;0.0;0.0;0.0;0.0;0.6321862936019897;0.0;0.0;0.0;0.0;0.6321862936019897
680;680;614;40.4438954;-3.674629;﻿Kiko Veneno;﻿PROSPERIDAD;Si tu no te das cuenta de lo que vale el mundo es una tontería;﻿Calle Lopez de Hoyos- Calle Suero de Quiñones;positive;Ciudad Jardín;Chamartín;Madrid;negative;0.6379991769790649;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.0;0.6379991769790649
681;681;615;40.4439506;-3.65466;﻿losextremosdev;﻿CIUDAD LINEAL;Amar es encajar cabeza, ojos y tripa en el mismo corazón.;﻿Calle de Torrelaguna- Calle Condesa de Venadito;positive;San Pascual;Ciudad Lineal;Madrid;positive;0.0;0.0;0.0;0.43267524242401123;0.0;0.0;0.0;0.43267524242401123;0.0;0.0
682;682;616;40.4427789;-3.653504;﻿Rambi;﻿CIUDAD LINEAL;Ni el calabacín ni el pimiento superan el amor que por ti siento.;﻿Calle de Torrelaguna- Av. de Badajoz;positive;San Pascual;Ciudad Lineal;Madrid;positive;0.0;0.0;0.0;0.5745993256568909;0.0;0.0;0.0;0.5745993256568909;0.0;0.0
683;683;617;40.4406661;-3.6497622;﻿elanVerso;﻿CIUDAD LINEAL;Uno siempre sabe cuando algo es para siempre.;﻿Calle Juan Perez Zuñiga- Calle de Torrelaguna;positive;Concepción;Ciudad Lineal;Madrid;neutral;0.0;0.0;0.0;0.0;0.0;0.0;0.5272353887557983;0.0;0.5272353887557983;0.0
