id|latitud|longitud|autor|barrio|verso|direccion
246|40.4625256|-3.6378425|﻿eslahoradeperderse|﻿HORTALEZA|¿De qué color son tus sueños?|﻿C/ de Silvano (Pares) - C/ de Alcorisa
247|40.4554746|-3.6564302|﻿María Palfy Alonso-Alegre|﻿CIUDAD LINEAL|Si no me pierdo no me encuentro|﻿Calle de Arturo Soria 155- Calle José Silva
248|40.4712939|-3.5817173|﻿Gema|﻿BARAJAS|Para llegar a la luna es necesario apuntar a las estrellas|﻿Av. de Logroño- Calle Alanís
249|40.4691065|-3.5813123|﻿Elvira Sastre|﻿BARAJAS|Para mí cualquier lugar es mi casa si eres tú quien abre la puerta.|﻿Av. de Logroño 104
250|40.4606971|-3.7908009|﻿Aarón García|﻿ARAVACA|Planeo envejecer después de muerto|﻿C/ del Almanzora 2 - Camino del Barrial (del lado de los impares)
251|40.4552094|-3.7291824|﻿Jorge J. Locane|﻿CIUDAD UNIVERSITARIA|soy ácido desoxirribonucleico|﻿Av. Complutense - CIEMAT
252|40.4469052|-3.7107744|﻿Tuga|﻿MONCLOA-ARAVACA|Sigue sus pasos, deja tus huellas|﻿Avenida Reina Victoria 36
253|40.4561215|-3.6922297|﻿Chilo Rivero|﻿TETUÁN|Hay que echar más pena al fuego|﻿C/ del poeta Joan Maragall 15
254|40.4519805|-3.691527|﻿Maribel Tena García|﻿AZCA (C)|En ocasiones lo más salvaje es la ternura.|﻿Av. General Perón - plaza de Lima
255|40.4525959|-3.6969597|﻿Carlos Salas Ruiz|﻿TETUÁN|Necesitamos los besos, para aprender a medir las distancias|﻿Av. del General Perón (Parque) - Entre C/Aviador de Zorita y C/Neville
256|40.4474716|-3.7040019|﻿Susi Corrales \|﻿TETUÁN|Solo a través de tus propios pasos conocerás el mundo.|﻿Calle Bravo Murillo 101
257|40.445016|-3.7040905|﻿Félix Valdivieso|﻿CUATRO CAMINOS|¡¡¡No hay quien dé con su destino!!!|﻿Calle Bravo Murillo 85b
258|40.4529408|-3.680326|﻿LUIS AGUILAR|﻿HISPANOAMÉRICA|Podremos los dos contra cualquier invierno|﻿Calle Serrano 224-Plaza República del Salvador
259|40.4517415|-3.6773114|﻿Raquel F. Menéndez|﻿HISPANOAMÉRICA|Lo que s\'herieda ye\'l picu d\'un páxaru nel corazón|﻿Av. Ramón y Cajal 1-Calle Príncipe de Vergara
260|40.4486932|-3.6831637|﻿Jose Antonio Canelas pastor|﻿CHAMARTÍN|Si caminas lejos camina acompañado|﻿Calle Serrano-Calle de Leizarán
261|40.4475491|-3.6806077|﻿Ana Benítez Tirado|﻿CHAMARTÍN|Tus ojos color ganas.|﻿Av. Dr. Arce- Plaza de santa Gema
262|40.4456346|-3.6716572|﻿Franz Frichard|﻿PROSPERIDAD|Nací para vivir una vida, pero no para coincidir con ella|﻿Calle Lopez de Hoyos- Calle Cardenal Siliceo
263|40.4407212|-3.6801598|﻿Ana Castillo Manzano|﻿CHAMARTÍN|La gente me hace creer en la gente.|﻿Calle de López de Hoyos 5-Glorieta de Lopez de Hoyos
264|40.4402889|-3.643903|﻿Félix López|﻿CIUDAD LINEAL|No sueñes mañana Lo que se cumple hoy.|﻿Calle de José del Hierro 41
265|40.4315325|-3.6590694|﻿maximiano revilla vega|﻿CIUDAD LINEAL|La calle es como el verso impredecible|﻿Calle de Alcalá-Av de Daroca
266|40.4347448|-3.6357986|﻿Rosse|﻿SAN BLAS|No hay mal que mil besos dure|﻿Av. de la Institución libre de enseñanza- Calle de Albasanz
267|40.4292601|-3.631593|﻿Somorro|﻿SAN BLAS|Con el corazón no se juega se ama.|﻿Av. de la Institución libre de enseñanza 55 - Calle Luis Campos
268|40.4274928|-3.6245294|﻿Carlos Asensio Alonso|﻿SAN BLAS|Reconocerse en el sabor a sal|﻿Av. de Arcentales- Colegio Público República de Chile
269|40.4345355|-3.612446|﻿Covix Sasu|﻿SAN BLAS|Sonríe, tienes Madrid a tus pies.|﻿Av. de Canillejas a Vicálvaro- Av. de Arcentales
270|40.4213867|-3.6339158|﻿Campanilla82|﻿CIUDAD LINEAL|A veces, hay que dejar de buscar para encontrar|﻿Calle de Nicolás Salmerón-Calle de Nicolás Salmerón
271|40.4303998|-3.7159847|﻿Alekxandra TazGar|﻿CENTRO|Darte la mano es viajar sin billete.|﻿Calle de la Princesa 58 - Calle de Alberto Aguilera
272|40.4298684|-3.7210152|﻿Lúa Mosquetera|﻿MONCLOA-ARAVACA|Quiero ser la razón de tus ojeras|﻿Calle Ferraz 53 -Calle de Altamirano
273|40.4389533|-3.7085938|﻿Blanca Torres Martín-Moré|﻿CHAMBERÍ|Ella bailaba sobre los minutos sin posarse en ninguno.|﻿Calle de Cea Bermúdez 24 - Calle de Vallehermoso
274|40.4349157|-3.6991525|﻿Irene X|﻿IGLESIA|Qué molesto cualquier sonido cuando echo de menos tu risa|﻿Calle Eloy Gonzalo-Calle de Sta. Engracia
275|40.4333735|-3.6981601|﻿chao|﻿CHAMBERÍ|les dije que estaba loco por ella y me encerraron|﻿Calle de Sta. Engracia-Calle Sta. Feliciana
276|40.4322663|-3.6974077|﻿Cristina García-Sanfrechoso Moreta|﻿CHAMBERÍ|Vivo entre las ruinas de tu caos.|﻿Plaza de Chamberí 10 - Calle de Sta. Engracia 38
277|40.4214358|-3.7080171|﻿Lluis Mosquera|﻿CENTRO|Esta guerra se lucha bailando.|﻿Calle de San Bernardo-Calle Gran Vía
278|40.4319069|-3.7133682|﻿Agus Calero|﻿GAZTAMBIDE|La presencia de tus pasos es el comienzo de mi ausencia|﻿Calle de Guzmán el Bueno-Calle de Rodríguez San Pedro
279|40.4341436|-3.7103776|﻿José María Franco Pérez|﻿CHAMBERÍ|Oigo los pies descalzos del silencio|﻿Calle de Fernando el Católico-Calle de Galileo
280|40.4285377|-3.7021276|﻿Debora pol|﻿CENTRO|El sueño es una realidad sin piel.|﻿Calle de Fuencarral 108 - Calle Manuela Malasaña
281|40.4299694|-3.670296|﻿Robe Iniesta|﻿GUINDALERA|Si te vas me quedo en esta calle sin salida|﻿Calle de Francisco Silvera 13 - Calle de José Ortega y Gasset
282|40.4218276|-3.6921412|﻿Gloria Morales Jiménez|﻿CENTRO|Los gritos no saben nadar. Por eso los ahogamos.|﻿Paseo de Recoletos-Calle de Prim
283|40.4193599|-3.6940952|﻿Araceli Guanes|﻿CENTRO|Me encanta pensarte, pero prefiero vivirte.|﻿Calle de Alcalá-Paseo de Recoletos
284|40.4335719|-3.6641658|﻿Cecilia Quílez|﻿VENTAS|Rendido ante el cielo el hombre inventa catedrales|﻿Av. de los Toreros-Calle de Colomer
285|40.4066333|-3.6961886|﻿Miguel Furones|﻿ATOCHA|Los insultos son como las balas. Solo duelen los que aciertan|﻿Calle Marqués de la Valdavia 1
286|40.4179918|-3.6729848|﻿Martí Sales|﻿CENTRO|No hi ha res més atzarós que néixer.|﻿Calle Ibiza 48 - Calle Maiquez
287|40.4096117|-3.6697743|﻿Teresa Sebastián|﻿ESTRELLA|Solo las nubes conocen la forma de mi cabeza|﻿Calle Doctor Esquerdo 155 - Calle Arias Montano
288|40.4084067|-3.6452856|﻿JonZabaleta|﻿MORATALAZ|Non gogoa, han zangoa|﻿Av. de Moratalaz (Parque de Moratalaz)
289|40.4087335|-3.6138958|﻿Pilar Blanco Díaz|﻿VICÁLVARO|Luego la luz se impone abriendo la mañana con su quilla.|﻿Calle de Casalareina- Calle de Calahorra
290|40.4050633|-3.7451698|﻿Laura Llera Arnanz|﻿LATINA|Antes de estas canas fuimos todo campo|﻿c/ Higueras con C/ Cebreros, acera del Bar Lucero.
291|40.3895905|-3.7302077|﻿Mónica Carrillo|﻿CARABANCHEL|Qué sabrá mi tiempo perdido si no fue capaz de encontrarte|﻿Calle General Ricardos 152
292|40.387074|-3.7169971|﻿David Bermejo|﻿CARABANCHEL|Versos de lluvia rebosando en las huellas de las palabras.|﻿Calle Antonio Leyva (IES Calderón de la Barca)
293|40.3901344|-3.706955|﻿Mr KILOMBO|﻿USERA|En la brújula un imán para engañar a mi destino|﻿C/ Mirasierra 15
294|40.4002939|-3.6727059|﻿Eduardo Martínez|﻿RETIRO|El verano vació las calles y llenó los barrios|﻿Calle Catalina Suárez 2 (del lado de los impares)- Avenida Ciudad de Barcelona (Mascotamanía)
295|40.3891375|-3.6393902|﻿Luis Ramiro|﻿PUENTE DE VALLECAS|Qué tóxica es la mano que te abraza poniendo alrededor una frontera|﻿Av. Rafael Alberti- Av. de la Albufera
296|40.3855571|-3.6363191|﻿laurabatu|﻿PUENTE DE VALLECAS|Lo que creas, envuelve|﻿Av. de la Albufera- Rotonda M40
297|40.3764036|-3.6601745|﻿ZPU|﻿PUENTE DE VALLECAS|¿Cómo puede este silencio tener tantos decibelios?|﻿Ronda del Sur - Av. de Entrevías
298|40.3991155|-3.767522|﻿Raul Gonzalez Alameda|﻿LATINA|Alzó su mirada y sonrió.|﻿Carr. de Boadilla del Monte (Casa de Campo) - Cerca a C/ Carabias
299|40.3749488|-3.7467778|﻿Marta Vázquez Capón|﻿CARABANCHEL|Imagina qué valientes tras vencer el huracán|﻿Av. de los Poblados
300|40.375148|-3.7654661|﻿Sandra Corrius|﻿LATINA|Al planeta también le gusta más cuando sonríes|﻿Calle de la Maestra Justa Freire 52- Plaza Rabasa
301|40.3696766|-3.7658805|﻿Petricor|﻿CARABANCHEL|Recuerde caminante, debajo del asfalto sigue habiendo tierra|﻿Av. de la Peseta (acera central, frente a paradero de bus)
302|40.3494918|-3.7062683|﻿Luis Ramiro|﻿VILLAVERDE|Mi riqueza es negar tus limosnas|﻿Calle Villalonso Av. Real de Pinto
303|40.3946204|-3.6571088|﻿Eva Gallud|﻿PUENTE DE VALLECAS|El vuelo no está en las plumas sino en la ligereza de los huesos huecos.|﻿Amo de Valderribas - CRMF
304|40.495069|-3.6504972|﻿Amalia Iglesias|﻿SANCHINARRO|Caminas pero sabes que no te sobran pasos|﻿Av. de Niceto Alcalá Zamora Nº 43
305|40.4945794|-3.6659441|﻿Andrés Medina|﻿HORTALEZA|¿Tú también soñaste que volabas?|﻿C/de María de Portugal (Parque) - Av. de Francisco Pi y Margall
306|40.4852628|-3.6532331|﻿Julia Piera|﻿SAN CHINARRO|Hay otra voz que alienta los brotes|﻿C/ Principe Carlos (acera central, frente a parque)
307|40.4794929|-3.7128036|﻿PEDRO DEL POZO|﻿FUENCARRAL-EL PARDO|No puedo vigilar la galaxia entera.|﻿Av. de Betanzos- Calle del puerto de Maspalomas
308|40.4715429|-3.7070542|﻿Zaida Sanchez Terrer|﻿FUENCARRAL-EL PARDO|Si eres el lobo no soy Caperucita, quiero otro cuento.|﻿Calle de Sinesio Delgado- Calle Boch
309|40.4701778|-3.7177106|﻿Ángel.poem|﻿MONCLOA-ARAVACA|Recuerda: No toda la lluvia forma charcos.|﻿Calle Valle de Mena- Calle de Valderrodrigo
310|40.4725611|-3.7280479|﻿Montserrat Soria Sánchez|﻿MONCLOA-ARAVACA|De tu boca salada saldrá otra boca. Todo en ti será un estreno|﻿Calle Valle de Mena- Glorieta de Isaac Rabin
311|40.4720418|-3.6990358|﻿Ada Salas|﻿EL PILAR|Hay una cicatriz atravesando el cielo|﻿Av. Asturias 66 - C/ Vía Límite
312|40.4729364|-3.6787891|﻿loreak|﻿CHAMARTÍN|Respira, ahora viene el vendaval.|﻿C/ de la Hiedra 84 (del lado de los impares)
313|40.4670415|-3.6741757|﻿Tania Flores Rodríguez|﻿CHAMARTÍN|Lo que es puede dejar de ser, pero nunca dejar de haber sido|﻿C/ Caídos de la división Azul 16
314|40.4802733|-3.6674836|﻿Chiki Lora|﻿ARTURO SORIA|Soledad, a dos centímetros de tus labios|﻿Av. de Arturo Soria- Calle de Caleruega
315|40.4770905|-3.645798|﻿Jesús Ge|﻿PINAR DEL REY|¿Sabes lo que eres? Eres lo que sabes.|﻿Calle Sta. Virgilia- Calle Sta. Susana
316|40.4735241|-3.6544804|﻿Ramoncín|﻿PINAR DEL REY|Paseo mi vida a través de este viejo Madrid|﻿Av. de la Virgen del Carmen- Calle Totana
317|40.4703603|-3.6429106|﻿Gsús Bonilla|﻿HORTALEZA|No conoces el amor hasta que besas el suelo|﻿Calle de la Liberación
318|40.4689586|-3.638684|﻿Fernando Beltrán|﻿MAR DE CRISTAL|Cada mañana los ojos como escaleras mecánicas|﻿C/ de Arequipa (Metro Mar de Cristal) - Rotonda
319|40.4628786|-3.649299|﻿Ángel Robledillo|﻿HORTALEZA|Se trata de llenar la luna nueva, de ir por delante de la cuenta atrás|﻿Carr. de Carrillas (Pares) - C/ Boecillos
320|40.4572543|-3.6607594|﻿Angel Erro|﻿CIUDAD LINEAL|Oro esana da aspaldidanik. Oro esana da, baina ez nik.|﻿C/ Pedro de Salinas (Pares) - C/de López de Hoyos
321|40.4593767|-3.6428074|﻿lei_thingks|﻿HORTALEZA|Compartamos nuestros pasos y a ver qué pasa.|﻿Calle de Silvano (canchas)
322|40.4573195|-3.6449504|﻿Carlos Salem|﻿CANILLAS|Y si nos toca caer, que sea volando|﻿Calle del Moscatelar - Plaza del Liceo francés
323|40.4541154|-3.6602269|﻿RODRIGO GARRIDO PANIAGUA|﻿ARTURO SORIA|En la noche, hay ventanas encendidas que imaginan tu nombre.|﻿Calle José Silva 111- Calle de Torrelaguna
324|40.4492658|-3.6514601|﻿Chris Pueyo|﻿CIUDAD LINEAL|Caminaba por mi izquierda para no dejar de rozarme el corazón.|﻿Calle de Emilio Vargas- Calle de Arturo Soria
325|40.4583797|-3.6257364|﻿Iskander|﻿HORTALEZA|Cariño, cierra el pestillo que entran los monstruos|﻿Av. de Machupichu (frente a plaza de López de la Plata - C/ de Machaquito
326|40.4554113|-3.5944712|﻿La chica del revés.|﻿BARAJAS|La poesía es un cruce de palabras que te lleva a todas partes.|﻿Paseo de la Alameda de Osuna- Calle Rambla
327|40.46425|-3.7096882|﻿Floro Tomás|﻿MONCLOA-ARAVACA|Los vivos solo somos muertos de vacaciones.|﻿C/ San Restituto 1
328|40.4617465|-3.7087562|﻿Patricia Romero Acero|﻿MONCLOA-ARAVACA|Todo lo que podría hacer si hiciese todo lo que puedo|﻿C/ Ofelia Nieto 71
329|40.4602297|-3.7121746|﻿Marta del Río García|﻿MONCLOA-ARAVACA|mientras el futuro te sueña estás ocurriendo|﻿C/ Sánchez Preciado - C/Ángel de la guarda
330|40.4542444|-3.7030745|﻿Paula Bozalongo|﻿BRAVO MURILLO|No hay mujeres sin luz ni casas sin ventanas|﻿C/ Francos Rodriguez 4
331|40.4489494|-3.6725242|﻿El Kanka|﻿PROSPERIDAD|Yo me vuelvo ateo, dinero, ya no te rezo|﻿Cale de Pardillo (Parque) - Calle Pantoja
332|40.419408|-3.6208589|﻿Juan Andrés García Román|﻿LAS ROSAS|raptar a Proserpina para que exista el invierno|﻿Av. Guadalajara-Calle San Román del Valle
333|40.4208731|-3.6160777|﻿Miguel Losada|﻿ALSACIA|Encontrar otra vara de medir otra certeza|﻿Av. de Guadalajara-Calle República Eslovaca
334|40.4353563|-3.7132448|﻿Óscar de la Muñoza Sáez|﻿CHAMBERÍ|No sé lo que somos, pero me gusta que lo seamos.|﻿Calle de Fernández de los Ríos - Calle de Guzmán el bueno
335|40.4332921|-3.6911596|﻿itziar Mínguez Arnáiz|﻿RUBÉN DARIO|Las frases hechas se deshacen viviendo.|﻿Calle Miguel Angel-Glorieta Rubén Darío
336|40.4324296|-3.6794597|﻿Andrea Aguirre|﻿SALAMANCA|Tendremos agrietado el corazón de llamarnos a pedradas.|﻿Calle del Príncipe de Vergara - Calle de Juan Bravo
337|40.4297173|-3.6735829|﻿María Sotomayor Caravaca|﻿SALAMANCA|Ella es un corazón ardiendo en una habitación sin llave.|﻿Calle Jose Ortega y Gasset 80 - Calle de Alcántara
338|40.4260166|-3.6757328|﻿Clara C Scribá|﻿SALAMANCA|Y otra vez la sensación de que son los pasos los que me dan a mí.|﻿Calle del Conde de Peñalver-Calle de Hermosilla
339|40.4266669|-3.6940341|﻿BUNBURY|﻿ALONSO MARTÍNEZ|Teorías como maniobras De despiste o de superstición|﻿Calle de Génova-Calle Argensola
340|40.4238982|-3.677507|﻿Andrés Soler Torres|﻿SALAMANCA|Ets la dolçor que li falta al mar|﻿Calle Alcalá-Calle de Lope de Rueda
341|40.4213254|-3.6616687|﻿RAFA CHEVIRA|﻿SALAMANCA|Siente, que algo queda.|﻿Calle del Alcalde Sainz de Baranda
342|40.4093145|-3.6775178|﻿Luka Karnstein|﻿NIÑO JESÚS|Corría con la energía de un niño jugando a esconderse de sí mismo|﻿Avenida Menéndez Pelayo 81
343|40.4130427|-3.6698708|﻿SIDECARS|﻿ESTRELLA|Creo que aprendí a perder En un arrebato de sinceridad|﻿Calle doctor Esquerdo ¿80? - Calle Samaria
344|40.411221|-3.6687416|﻿Pablo Álvarez Amaro|﻿RETIRO|Tú tan cuerda y yo tan de hacer nudos.|﻿Calle de los Astros 2 - Calle de la Cruz del Sur
345|40.4111576|-3.6641578|﻿Bordelicado|﻿RETIRO|No permitas que te abrace si no te deja abrir las alas.|﻿Calle de la Estrella Polar 17 - Calle Sirio
346|40.4070639|-3.6727662|﻿Juan Carlos Torres Ochoa|﻿RETIRO|No es el viento son mis pulmones. También son naturaleza mis sentidos.|﻿Avenida del Mediterráneo 33
347|40.4070516|-3.6703776|﻿Diego Ojeda Sánchez|﻿RETIRO|Ahora hay que vivir hasta quemarse.|﻿Plaza Conde de Casal 2 - Calle del Doctor Esquerdo
348|40.4032598|-3.6436013|﻿Ben Clark|﻿MORATALAZ|¿Y por qué no lo hacemos en el suelo?|﻿Calle de la Hacienda de Pavones- Plaza Corregidor Conde de Maceda y Taboada
349|40.4053166|-3.6415761|﻿Yago Sagrado García|﻿MORATALAZ|Andar es contar historias con los pies.|﻿Calle Pico de los Artilleros- Calle del Camino de los Vinateros
350|40.400147|-3.6322259|﻿Matamua|﻿MORATALAZ|Sé libre: inconformista.|﻿Calle Valdebernardo (Impares) frente a templo mormón) - Calle de la Hacienda de Pavones
351|40.3958176|-3.7434908|﻿Daniel Martínez Bauzá|﻿LATINA|El silencio acordona la zona.|﻿Glorieta de los Cármenes 4
352|40.3991746|-3.7100007|﻿Federico Mayor Zaragoza|﻿ARGANZUELA|Seguís mirando relojes que nunca han dado la hora|﻿Paseo de las Yeserías 15 - Puente Monumental de Arganzuela
353|40.4029432|-3.6883886|﻿lapolacaescribe|﻿ARGANZUELA|Me despeinas las ideas|﻿Calle de Menéndez Álvaro-Calle Ancora
354|40.4066043|-3.6775057|﻿Clara Garvayo Molina|﻿RETIRO|Un sueño hecho realidad, mi vida con dos mamás|﻿Calle Cavanilles 16
355|40.4024673|-3.6773623|﻿Guillermo Lago Núñez|﻿RETIRO|Cruza a nado este estrecho|﻿Avenida Ciudad de Barcelona 162
356|40.3967143|-3.6542282|﻿Iván Ferreiro|﻿PUENTE DE VALLECAS|Pensé que estaba solo y descubrí que estaban todos los que importan|﻿C/ Benjamín Palencia - C/de Ramón Perez de Ayala
357|40.3909005|-3.6576949|﻿Ricardo Domínguez|﻿PUENTE DE VALLECAS|Madrid, Km 0 de mis pasos|﻿Calle Teniente Muñoz Díaz - Calle del Arroyo del Olivar
358|40.3851592|-3.6472001|﻿Paula Romero Armas|﻿PUENTE DE VALLECAS|Madrid, me enamoras.|﻿Av. Pablo Neruda- Av. de Palomeras
359|40.3837735|-3.6324567|﻿Guevas|﻿VILLA DE VALLECAS|¿Qué hace alguien como tú en un cruce como éste?|﻿Av. de la Albufera- Calle de Tranvía de Arganda
360|40.3684404|-3.6099448|﻿Beatriz Quiros|﻿VILLA DE VALLECAS|Lanzaré a tu noche oscura los dados de mis dudas|﻿Calle Peñaranda de Bracamonte (Pares) - Av. del Ensanche de Vallecas (Pares)
361|40.3892141|-3.7619496|﻿Gonzalo Fernández Molinero|﻿LATINA|Soñar da vidas extra|﻿Calle de Maqueda Nº130
362|40.3828561|-3.747494|﻿La cueva de los locos|﻿CARABANCHEL|Te recuerdo rodeada de carreteras secundarias|﻿C/ Montserrat Romero 82 - C/Nra. Sra. de Fátima 67
363|40.3772312|-3.7391603|﻿Andrea Valbuena|﻿PAN BENDITO|El amor, cuando merece la pena, no la conoce|﻿C/ Carcastrillo - C/ Belzunegui
364|40.3828296|-3.7113511|﻿María Eugenia Manzano Sanchez|﻿USERA|Te nombro mi pronombre para siempre|﻿C/Rafaela Ybarra 39 (del lado de los pares)
365|40.383702|-3.7676722|﻿Neli Fdez|﻿LATINA|Madrid, te extraño|﻿Av. de las Águilas 21- Calle Dr. Blanco Solar
366|40.3673756|-3.7406543|﻿Antonio Maldonado Muñoz|﻿CARABANCHEL|Los árboles torcidos dan sombras más largas.|﻿C/del Thaler (cementerio) - Vía Lusitana
367|40.3575943|-3.6959177|﻿MDVigo|﻿VILLAVERDE|Te verso, me versas, nos versamos|﻿Av. de la Verbena de la Paloma (Impares) - C/ Soto del Parral
368|40.3516095|-3.6779563|﻿Pablo Blanco|﻿VILLAVERDE|¿Quién puede amar con la garganta rota?|﻿Av. de los Rosales 131 (del lado de los Pares / Colegio)
369|40.4240819|-3.675887|﻿Marwan|﻿SALAMANCA|Nadie sale ileso de una buena canción|﻿Calle de Narváez-Av. Felipe II
370|40.4221267|-3.6913016|﻿Luka Karnstein|﻿RECOLETOS|Parecía un mar de soles. Un lago de monedas impecables|﻿Paseo de Reoletos-Calle de Recoletos
371|40.5113409|-3.6936687|﻿Semuret|﻿FUENCARRAL-EL PARDO|Como humanos pisamos las sombras de los gigantes|﻿C/ Santuario de Valverde 98
372|40.4913454|-3.6895005|﻿Antonio Hernández|﻿VALVERDE|Conocerte ya entra dentro de mi alegría|﻿Av. del Cardenal Herrera Oria 78 B3
373|40.5027573|-3.6620615|﻿Tomás Sánchez Santiago|﻿LAS TABLAS|Cuando escribes te manchas de ti mismo|﻿Av. de Niceto Alcalá Zamora (Parque) - C/ Sauceda
374|40.5004516|-3.6745781|﻿MIGUEL MARTÍNEZ|﻿LAS TABLAS|En vez de pájaro en mano prefiero una gran desbandada en la cabeza|﻿Av. del Camino de Santiago - C/ Puente de la Reina
375|40.4989627|-3.6567467|﻿Sergio Álvarez Sánchez|﻿HORTALEZA|Hoy empiezo a vivir como quien anda.|﻿Av. de Niceto Alcalá Zamora (escuela) - próximo a C/ María Tudor
376|40.4922011|-3.6616176|﻿José Antonio Pamies|﻿HORTALEZA|Prohibido hipotecar tus alas|﻿Av. de Francisco Pi y Margall (Parque) - Av. Isabel de Valois
377|40.4921195|-3.6527342|﻿Manuel Delgado Meroño|﻿HORTALEZA|Madrid es el óleo de los distintos tonos de tu piel|﻿Av. del Ing. Emilio Herrera (Impares) - C/ Príncipe Carlos (rotonda)
378|40.4877113|-3.6636749|﻿Kogneni L. Aguilar|﻿FUENCARRAL-EL PARDO|Hállame a pesar de no estar perdida|﻿Av. de Manoteras (frente a centro de salud Virgen del Cortijo)
379|40.4873054|-3.6611134|﻿Hawwa|﻿FUENCARRAL-EL PARDO|Mejor que besar por donde pisas, prefiero volar por donde beso|﻿Av. de Manoteras (impares) - C/ de Ocaña
380|40.4867459|-3.6593673|﻿Iván Onia Valero|﻿SAN CHINARRO|Te quiero porque casi nunca estás y me enamoro de las sillas vacías|﻿Av. del Ing. Emilio Herrera (Parque) - C/de la Infanta Catalina Micaela
381|40.4858733|-3.7340212|﻿elchicodecuadros|﻿FUENCARRAL-EL PARDO|Y tú, ¿a quién ves cuando cierras los ojos?|﻿Av. Arroyo del Monte - Anillo Ciclista
382|40.487998|-3.698769|﻿Alia Helguera|﻿FUENCARRAL-EL PARDO|No dejes la suerte en manos del azar.|﻿C/ Sangenjo (del lado de los pares) - C/ Alfredo Marquerie
383|40.4843249|-3.7115335|﻿Nuria Lancha Úbeda|﻿FUENCARRAL-EL PARDO|Ojos que ven, corazones que sienten.|﻿C/ Cardenal Herrera Oria 173 (Pares) – C/ Ronda de Bara
384|40.4718469|-3.7224931|﻿Cesar Antonio Molina|﻿VALDEZARZA|En el valle de los años quien seas, quien no seas, no nos abandones|﻿Calle Valle de Mena- Glorieta de la Independencia de Sajonia
385|40.4653315|-3.6918461|﻿Marta Arteaga|﻿PLAZA DE CASTILLA|El único grito que me calla es la poesía|﻿C/ Bravo Murillo 380
386|40.4649764|-3.6941636|﻿Mar total|﻿TETUÁN|Piensa parado en el paso pasado o písalo.|﻿C/ Bravo Murillo 355
387|40.4601114|-3.6962879|﻿Amaia Barrena|﻿TETUÁN|El amor es estar roto y que te quieran por las grietas.|﻿C/ Sor Ángela de la Cruz 26 - C/ Infanta Mercedes
388|40.4640704|-3.7063032|﻿Rosa María Funes Moñux|﻿TETUÁN|He escrito en una gota la historia de una tormenta|﻿C/ Paseo de la dirección - C/ Sor Ángela de la Cruz
389|40.4764193|-3.6843708|﻿Alemrakss|﻿CHAMARTÍN|Te lo advierto, tengo alas y no dudaré en usarlas.|﻿C/ Manuel Caldeiro - C/ Mauricio Legendre
390|40.471851|-3.6742428|﻿Ms Q|﻿CHAMARTÍN|Tus versos cortan la circulación|﻿C/ Pío XII 94
391|40.4702452|-3.6760801|﻿Alejo Stivel|﻿CASTILLA|Eres mi aguja en un pajar. La encontré. Ahora me pides soltarla.|﻿Av. Burgos 4 Bis
392|40.4590949|-3.6766326|﻿Julio de Soto Ramos|﻿CHAMARTÍN|Sin tus pasos la ciudad está desnuda|﻿Calle del Príncipe de Vergara (Pares) - Plaza República Dominicana
393|40.4773981|-3.6687034|﻿Miriam Martín Castro|﻿CIUDAD LINEAL|Te giras y el mundo parece menos duro|﻿Calle de Arturo Soria- Calle de Caleruega
394|40.4781127|-3.6648417|﻿Margarita Otero Álvarez|﻿HORTALEZA|Desde que has decidido habitarme trepan por las paredes horizontes|﻿Calle del Golfo de Salonica- Calle de Bacares
395|40.4633224|-3.6621917|﻿Marta Monge Marín|﻿CIUDAD LINEAL|Léeme aquí, que en ningún otro sitio te escribí.|﻿C/de Emeterio Castaños 11 - C/de Mesena
396|40.4726121|-3.6508271|﻿Kike Turrón|﻿HORTALEZA|Ahora son los puntos suspensivos, los que reclaman mi admiración|﻿Av. de San Luis-Calle de la Cervera
397|40.4710461|-3.6451435|﻿Blanca Llum Vidal Carrasco|﻿HORTALEZA|On t’és el final si ni crim ni naufragi han bastat per fer miques la nit?|﻿Calle Ángel Luis de la Herán- Calle de Valdetorres del Jarama
398|40.4699341|-3.6388376|﻿Beatriz Zapico Naveira|﻿HORTALEZA|No temen a nada porque nada es todo lo que esperan.|﻿C/ de Ayacucho  (Parque)- C/ Mar Adriático
399|40.4682007|-3.6487269|﻿Grace Klimt|﻿HORTALEZA|No te asustes, sólo es felicidad|﻿C/de Simón Bolivar - Gran Vía de Hortaleza
400|40.4571011|-3.6542442|﻿Jesús Ruiz Mantilla|﻿ARTURO SORIA|¿Y si lucháramos por convertirnos en nadie?|﻿calle de Asura- Calle de Ulises
401|40.4540337|-3.6550999|﻿VILA|﻿COLINA|Como el mar y el horizonte, juntos pero eternamente lejos.|﻿Calle de Arturo Soria- Calle de Buenos de Pineda
402|40.4608767|-3.6327812|﻿Teresa Sebastián|﻿CANILLAS|te extiendes    te estiras te expandes    te condensas|﻿Av. de Machupichu - Frente a C/Plaza de Manuel Rodrigo
403|40.4633949|-3.6164304|﻿Lourdes de Abajo|﻿FERIA DE MADRID|Busco mi identidad. Más bajo no se puede|﻿Av. Partenón nº 10
404|40.4585471|-3.5974921|﻿helena agbr|﻿BARAJAS|¡¡¡Tú tan fuego!!! Y yo...yo tan viento|﻿Av. de Logroño- Calle Rambla
405|40.4594435|-3.786795|﻿Magdalena Siffredi|﻿MONCLOA-ARAVACA|Siento nostalgia por todas las vidas que nunca habré vivido|﻿Av. de la Osa Mayor 98 (del lado de los impares)
